latex,code,symbol,nemeth,source,priority,ingore-braille-space
\mathbf{x},1D431,𝐱,,,0,True
\mathbf{y},1D432,𝐲,,,0,True
\mathbf{z},1D433,𝐳,,,0,True
A,1D434,𝐴,,,0,True
B,1D435,𝐵,,,0,True
C,1D436,𝐶,,,0,True
D,1D437,𝐷,,,0,True
E,1D438,𝐸,,,0,True
F,1D439,𝐹,,,0,True
G,1D43A,𝐺,,,0,True
H,1D43B,𝐻,,,0,True
I,1D43C,𝐼,,,0,True
J,1D43D,𝐽,,,0,True
K,1D43E,𝐾,,,0,True
L,1D43F,𝐿,,,0,True
M,1D440,𝑀,,,0,True
N,1D441,𝑁,,,0,True
O,1D442,𝑂,,,0,True
P,1D443,𝑃,,,0,True
Q,1D444,𝑄,,,0,True
R,1D445,𝑅,,,0,True
S,1D446,𝑆,,,0,True
T,1D447,𝑇,,,0,True
U,1D448,𝑈,,,0,True
V,1D449,𝑉,,,0,True
W,1D44A,𝑊,,,0,True
X,1D44B,𝑋,,,0,True
Y,1D44C,𝑌,,,0,True
Z,1D44D,𝑍,,,0,True
a,1D44E,𝑎,,,0,True
b,1D44F,𝑏,,,0,True
c,1D450,𝑐,,,0,True
d,1D451,𝑑,,,0,True
e,1D452,𝑒,,,0,True
f,1D453,𝑓,,,0,True
g,1D454,𝑔,,,0,True
i,1D456,𝑖,,,0,True
j,1D457,𝑗,,,0,True
k,1D458,𝑘,,,0,True
l,1D459,𝑙,,,0,True
m,1D45A,𝑚,,,0,True
n,1D45B,𝑛,,,0,True
o,1D45C,𝑜,,,0,True
p,1D45D,𝑝,,,0,True
q,1D45E,𝑞,,,0,True
r,1D45F,𝑟,,,0,True
s,1D460,𝑠,,,0,True
t,1D461,𝑡,,,0,True
u,1D462,𝑢,,,0,True
v,1D463,𝑣,,,0,True
w,1D464,𝑤,,,0,True
x,1D465,𝑥,,,0,True
y,1D466,𝑦,,,0,True
z,1D467,𝑧,,,0,True
\mathbfit{A},1D468,𝑨,,,0,True
\mathbfit{B},1D469,𝑩,,,0,True
\mathbfit{C},1D46A,𝑪,,,0,True
\mathbfit{D},1D46B,𝑫,,,0,True
\mathbfit{E},1D46C,𝑬,,,0,True
\mathbfit{F},1D46D,𝑭,,,0,True
\mathbfit{G},1D46E,𝑮,,,0,True
\mathbfit{H},1D46F,𝑯,,,0,True
\mathbfit{I},1D470,𝑰,,,0,True
\mathbfit{J},1D471,𝑱,,,0,True
\mathbfit{K},1D472,𝑲,,,0,True
\mathbfit{L},1D473,𝑳,,,0,True
\mathbfit{M},1D474,𝑴,,,0,True
\mathbfit{N},1D475,𝑵,,,0,True
\mathbfit{O},1D476,𝑶,,,0,True
\mathbfit{P},1D477,𝑷,,,0,True
\mathbfit{Q},1D478,𝑸,,,0,True
\mathbfit{R},1D479,𝑹,,,0,True
\mathbfit{S},1D47A,𝑺,,,0,True
\mathbfit{T},1D47B,𝑻,,,0,True
\mathbfit{U},1D47C,𝑼,,,0,True
\mathbfit{V},1D47D,𝑽,,,0,True
\mathbfit{W},1D47E,𝑾,,,0,True
\mathbfit{X},1D47F,𝑿,,,0,True
\mathbfit{Y},1D480,𝒀,,,0,True
\mathbfit{Z},1D481,𝒁,,,0,True
\mathbfit{a},1D482,𝒂,,,0,True
\mathbfit{b},1D483,𝒃,,,0,True
\mathbfit{c},1D484,𝒄,,,0,True
\mathbfit{d},1D485,𝒅,,,0,True
\mathbfit{e},1D486,𝒆,,,0,True
\mathbfit{f},1D487,𝒇,,,0,True
\mathbfit{g},1D488,𝒈,,,0,True
\mathbfit{h},1D489,𝒉,,,0,True
\mathbfit{i},1D48A,𝒊,,,0,True
\mathbfit{j},1D48B,𝒋,,,0,True
\mathbfit{k},1D48C,𝒌,,,0,True
\mathbfit{l},1D48D,𝒍,,,0,True
\mathbfit{m},1D48E,𝒎,,,0,True
\mathbfit{n},1D48F,𝒏,,,0,True
\mathbfit{o},1D490,𝒐,,,0,True
\mathbfit{p},1D491,𝒑,,,0,True
\mathbfit{q},1D492,𝒒,,,0,True
\mathbfit{r},1D493,𝒓,,,0,True
\mathbfit{s},1D494,𝒔,,,0,True
\mathbfit{t},1D495,𝒕,,,0,True
\mathbfit{u},1D496,𝒖,,,0,True
\mathbfit{v},1D497,𝒗,,,0,True
\mathbfit{w},1D498,𝒘,,,0,True
\mathbfit{x},1D499,𝒙,,,0,True
\mathbfit{y},1D49A,𝒚,,,0,True
\mathbfit{z},1D49B,𝒛,,,0,True
\mathcal{A},1D49C,𝒜,,,0,True
\mathcal{C},1D49E,𝒞,,,0,True
\mathcal{D},1D49F,𝒟,,,0,True
\mathcal{G},1D4A2,𝒢,,,0,True
\mathcal{J},1D4A5,𝒥,,,0,True
\mathcal{K},1D4A6,𝒦,,,0,True
\mathcal{N},1D4A9,𝒩,,,0,True
\mathcal{O},1D4AA,𝒪,,,0,True
\mathcal{P},1D4AB,𝒫,,,0,True
\mathcal{Q},1D4AC,𝒬,,,0,True
\mathcal{S},1D4AE,𝒮,,,0,True
\mathcal{T},1D4AF,𝒯,,,0,True
\mathcal{U},1D4B0,𝒰,,,0,True
\mathcal{V},1D4B1,𝒱,,,0,True
\mathcal{W},1D4B2,𝒲,,,0,True
\mathcal{X},1D4B3,𝒳,,,0,True
\mathcal{Y},1D4B4,𝒴,,,0,True
\mathcal{Z},1D4B5,𝒵,,,0,True
\mathcal{a},1D4B6,𝒶,,,0,True
\mathcal{b},1D4B7,𝒷,,,0,True
\mathcal{c},1D4B8,𝒸,,,0,True
\mathcal{d},1D4B9,𝒹,,,0,True
\mathcal{f},1D4BB,𝒻,,,0,True
\mathcal{h},1D4BD,𝒽,,,0,True
\mathcal{i},1D4BE,𝒾,,,0,True
\mathcal{j},1D4BF,𝒿,,,0,True
\mathcal{k},1D4C0,𝓀,,,0,True
\mathcal{l},1D4C1,𝓁,,,0,True
\mathcal{m},1D4C2,𝓂,,,0,True
\mathcal{n},1D4C3,𝓃,,,0,True
\mathcal{p},1D4C5,𝓅,,,0,True
\mathcal{q},1D4C6,𝓆,,,0,True
\mathcal{r},1D4C7,𝓇,,,0,True
\mathcal{s},1D4C8,𝓈,,,0,True
\mathcal{t},1D4C9,𝓉,,,0,True
\mathcal{u},1D4CA,𝓊,,,0,True
\mathcal{v},1D4CB,𝓋,,,0,True
\mathcal{w},1D4CC,𝓌,,,0,True
\mathcal{x},1D4CD,𝓍,,,0,True
\mathcal{y},1D4CE,𝓎,,,0,True
\mathcal{z},1D4CF,𝓏,,,0,True
,1D4D0,𝓐,,,0,True
,1D4D1,𝓑,,,0,True
,1D4D2,𝓒,,,0,True
,1D4D3,𝓓,,,0,True
,1D4D4,𝓔,,,0,True
,1D4D5,𝓕,,,0,True
,1D4D6,𝓖,,,0,True
,1D4D7,𝓗,,,0,True
,1D4D8,𝓘,,,0,True
,1D4D9,𝓙,,,0,True
,1D4DA,𝓚,,,0,True
,1D4DB,𝓛,,,0,True
,1D4DC,𝓜,,,0,True
,1D4DD,𝓝,,,0,True
,1D4DE,𝓞,,,0,True
,1D4DF,𝓟,,,0,True
,1D4E0,𝓠,,,0,True
,1D4E1,𝓡,,,0,True
,1D4E2,𝓢,,,0,True
,1D4E3,𝓣,,,0,True
,1D4E4,𝓤,,,0,True
,1D4E5,𝓥,,,0,True
,1D4E6,𝓦,,,0,True
,1D4E7,𝓧,,,0,True
,1D4E8,𝓨,,,0,True
,1D4E9,𝓩,,,0,True
,1D4EA,𝓪,,,0,True
,1D4EB,𝓫,,,0,True
,1D4EC,𝓬,,,0,True
,1D4ED,𝓭,,,0,True
,1D4EE,𝓮,,,0,True
,1D4EF,𝓯,,,0,True
,1D4F0,𝓰,,,0,True
,1D4F1,𝓱,,,0,True
,1D4F2,𝓲,,,0,True
,1D4F3,𝓳,,,0,True
,1D4F4,𝓴,,,0,True
,1D4F5,𝓵,,,0,True
,1D4F6,𝓶,,,0,True
,1D4F7,𝓷,,,0,True
,1D4F8,𝓸,,,0,True
,1D4F9,𝓹,,,0,True
,1D4FA,𝓺,,,0,True
,1D4FB,𝓻,,,0,True
,1D4FC,𝓼,,,0,True
,1D4FD,𝓽,,,0,True
,1D4FE,𝓾,,,0,True
,1D4FF,𝓿,,,0,True
,1D500,𝔀,,,0,True
,1D501,𝔁,,,0,True
,1D502,𝔂,,,0,True
,1D503,𝔃,,,0,True
\mathfrak{A},1D504,𝔄,,,0,True
\mathfrak{B},1D505,𝔅,,,0,True
\mathfrak{D},1D507,𝔇,,,0,True
\mathfrak{E},1D508,𝔈,,,0,True
\mathfrak{F},1D509,𝔉,,,0,True
\mathfrak{G},1D50A,𝔊,,,0,True
\mathfrak{J},1D50D,𝔍,,,0,True
\mathfrak{K},1D50E,𝔎,,,0,True
\mathfrak{L},1D50F,𝔏,,,0,True
\mathfrak{M},1D510,𝔐,,,0,True
\mathfrak{N},1D511,𝔑,,,0,True
\mathfrak{O},1D512,𝔒,,,0,True
\mathfrak{P},1D513,𝔓,,,0,True
\mathfrak{Q},1D514,𝔔,,,0,True
\mathfrak{S},1D516,𝔖,,,0,True
\mathfrak{T},1D517,𝔗,,,0,True
\mathfrak{U},1D518,𝔘,,,0,True
\mathfrak{V},1D519,𝔙,,,0,True
\mathfrak{W},1D51A,𝔚,,,0,True
\mathfrak{X},1D51B,𝔛,,,0,True
\mathfrak{Y},1D51C,𝔜,,,0,True
\mathfrak{a},1D51E,𝔞,,,0,True
\mathfrak{b},1D51F,𝔟,,,0,True
\mathfrak{c},1D520,𝔠,,,0,True
\mathfrak{d},1D521,𝔡,,,0,True
\mathfrak{e},1D522,𝔢,,,0,True
\mathfrak{f},1D523,𝔣,,,0,True
\mathfrak{g},1D524,𝔤,,,0,True
\mathfrak{h},1D525,𝔥,,,0,True
\mathfrak{i},1D526,𝔦,,,0,True
\mathfrak{j},1D527,𝔧,,,0,True
\mathfrak{k},1D528,𝔨,,,0,True
\mathfrak{l},1D529,𝔩,,,0,True
\mathfrak{m},1D52A,𝔪,,,0,True
\mathfrak{n},1D52B,𝔫,,,0,True
\mathfrak{o},1D52C,𝔬,,,0,True
\mathfrak{p},1D52D,𝔭,,,0,True
\mathfrak{q},1D52E,𝔮,,,0,True
\mathfrak{r},1D52F,𝔯,,,0,True
\mathfrak{s},1D530,𝔰,,,0,True
\mathfrak{t},1D531,𝔱,,,0,True
\mathfrak{u},1D532,𝔲,,,0,True
\mathfrak{v},1D533,𝔳,,,0,True
\mathfrak{w},1D534,𝔴,,,0,True
\mathfrak{x},1D535,𝔵,,,0,True
\mathfrak{y},1D536,𝔶,,,0,True
\mathfrak{z},1D537,𝔷,,,0,True
\mathbb{A},1D538,𝔸,,,0,True
\mathbb{B},1D539,𝔹,,,0,True
\mathbb{D},1D53B,𝔻,,,0,True
\mathbb{E},1D53C,𝔼,,,0,True
\mathbb{F},1D53D,𝔽,,,0,True
\mathbb{G},1D53E,𝔾,,,0,True
\mathbb{I},1D540,𝕀,,,0,True
\mathbb{J},1D541,𝕁,,,0,True
\mathbb{K},1D542,𝕂,,,0,True
\mathbb{L},1D543,𝕃,,,0,True
\mathbb{M},1D544,𝕄,,,0,True
\mathbb{O},1D546,𝕆,,,0,True
\mathbb{S},1D54A,𝕊,,,0,True
\mathbb{T},1D54B,𝕋,,,0,True
\mathbb{U},1D54C,𝕌,,,0,True
\mathbb{V},1D54D,𝕍,,,0,True
\mathbb{W},1D54E,𝕎,,,0,True
\mathbb{X},1D54F,𝕏,,,0,True
\mathbb{Y},1D550,𝕐,,,0,True
\mathbb{a},1D552,𝕒,,,0,True
\mathbb{b},1D553,𝕓,,,0,True
\mathbb{c},1D554,𝕔,,,0,True
\mathbb{d},1D555,𝕕,,,0,True
\mathbb{e},1D556,𝕖,,,0,True
\mathbb{f},1D557,𝕗,,,0,True
\mathbb{g},1D558,𝕘,,,0,True
\mathbb{h},1D559,𝕙,,,0,True
\mathbb{i},1D55A,𝕚,,,0,True
\mathbb{j},1D55B,𝕛,,,0,True
\mathbb{k},1D55C,𝕜,,,0,True
\mathbb{l},1D55D,𝕝,,,0,True
\mathbb{m},1D55E,𝕞,,,0,True
\mathbb{n},1D55F,𝕟,,,0,True
\mathbb{o},1D560,𝕠,,,0,True
\mathbb{p},1D561,𝕡,,,0,True
\mathbb{q},1D562,𝕢,,,0,True
\mathbb{r},1D563,𝕣,,,0,True
\mathbb{s},1D564,𝕤,,,0,True
\mathbb{t},1D565,𝕥,,,0,True
\mathbb{u},1D566,𝕦,,,0,True
\mathbb{v},1D567,𝕧,,,0,True
\mathbb{w},1D568,𝕨,,,0,True
\mathbb{x},1D569,𝕩,,,0,True
\mathbb{y},1D56A,𝕪,,,0,True
\mathbb{z},1D56B,𝕫,,,0,True
,1D56C,𝕬,,,0,True
,1D56D,𝕭,,,0,True
,1D56E,𝕮,,,0,True
,1D56F,𝕯,,,0,True
,1D570,𝕰,,,0,True
,1D571,𝕱,,,0,True
,1D572,𝕲,,,0,True
,1D573,𝕳,,,0,True
,1D574,𝕴,,,0,True
,1D575,𝕵,,,0,True
,1D576,𝕶,,,0,True
,1D577,𝕷,,,0,True
,1D578,𝕸,,,0,True
,1D579,𝕹,,,0,True
,1D57A,𝕺,,,0,True
,1D57B,𝕻,,,0,True
,1D57C,𝕼,,,0,True
,1D57D,𝕽,,,0,True
,1D57E,𝕾,,,0,True
,1D57F,𝕿,,,0,True
,1D580,𝖀,,,0,True
,1D581,𝖁,,,0,True
,1D582,𝖂,,,0,True
,1D583,𝖃,,,0,True
,1D584,𝖄,,,0,True
,1D585,𝖅,,,0,True
,1D586,𝖆,,,0,True
,1D587,𝖇,,,0,True
,1D588,𝖈,,,0,True
,1D589,𝖉,,,0,True
,1D58A,𝖊,,,0,True
,1D58B,𝖋,,,0,True
,1D58C,𝖌,,,0,True
,1D58D,𝖍,,,0,True
,1D58E,𝖎,,,0,True
,1D58F,𝖏,,,0,True
,1D590,𝖐,,,0,True
,1D591,𝖑,,,0,True
,1D592,𝖒,,,0,True
,1D593,𝖓,,,0,True
,1D594,𝖔,,,0,True
,1D595,𝖕,,,0,True
,1D596,𝖖,,,0,True
,1D597,𝖗,,,0,True
,1D598,𝖘,,,0,True
,1D599,𝖙,,,0,True
,1D59A,𝖚,,,0,True
,1D59B,𝖛,,,0,True
,1D59C,𝖜,,,0,True
,1D59D,𝖝,,,0,True
,1D59E,𝖞,,,0,True
,1D59F,𝖟,,,0,True
\mathsf{A},1D5A0,𝖠,,,0,True
\mathsf{B},1D5A1,𝖡,,,0,True
\mathsf{C},1D5A2,𝖢,,,0,True
\mathsf{D},1D5A3,𝖣,,,0,True
\mathsf{E},1D5A4,𝖤,,,0,True
\mathsf{F},1D5A5,𝖥,,,0,True
\mathsf{G},1D5A6,𝖦,,,0,True
\mathsf{H},1D5A7,𝖧,,,0,True
\mathsf{I},1D5A8,𝖨,,,0,True
\mathsf{J},1D5A9,𝖩,,,0,True
\mathsf{K},1D5AA,𝖪,,,0,True
\mathsf{L},1D5AB,𝖫,,,0,True
\mathsf{M},1D5AC,𝖬,,,0,True
\mathsf{N},1D5AD,𝖭,,,0,True
\mathsf{O},1D5AE,𝖮,,,0,True
\mathsf{P},1D5AF,𝖯,,,0,True
\mathsf{Q},1D5B0,𝖰,,,0,True
\mathsf{R},1D5B1,𝖱,,,0,True
\mathsf{S},1D5B2,𝖲,,,0,True
\mathsf{T},1D5B3,𝖳,,,0,True
\mathsf{U},1D5B4,𝖴,,,0,True
\mathsf{V},1D5B5,𝖵,,,0,True
\mathsf{W},1D5B6,𝖶,,,0,True
\mathsf{X},1D5B7,𝖷,,,0,True
\mathsf{Y},1D5B8,𝖸,,,0,True
\mathsf{Z},1D5B9,𝖹,,,0,True
\mathsf{a},1D5BA,𝖺,,,0,True
\mathsf{b},1D5BB,𝖻,,,0,True
\mathsf{c},1D5BC,𝖼,,,0,True
\mathsf{d},1D5BD,𝖽,,,0,True
\mathsf{e},1D5BE,𝖾,,,0,True
\mathsf{f},1D5BF,𝖿,,,0,True
\mathsf{g},1D5C0,𝗀,,,0,True
\mathsf{h},1D5C1,𝗁,,,0,True
\mathsf{i},1D5C2,𝗂,,,0,True
\mathsf{j},1D5C3,𝗃,,,0,True
\mathsf{k},1D5C4,𝗄,,,0,True
\mathsf{l},1D5C5,𝗅,,,0,True
\mathsf{m},1D5C6,𝗆,,,0,True
\mathsf{n},1D5C7,𝗇,,,0,True
\mathsf{o},1D5C8,𝗈,,,0,True
\mathsf{p},1D5C9,𝗉,,,0,True
\mathsf{q},1D5CA,𝗊,,,0,True
\mathsf{r},1D5CB,𝗋,,,0,True
\mathsf{s},1D5CC,𝗌,,,0,True
\mathsf{t},1D5CD,𝗍,,,0,True
\mathsf{u},1D5CE,𝗎,,,0,True
\mathsf{v},1D5CF,𝗏,,,0,True
\mathsf{w},1D5D0,𝗐,,,0,True
\mathsf{x},1D5D1,𝗑,,,0,True
\mathsf{y},1D5D2,𝗒,,,0,True
\mathsf{z},1D5D3,𝗓,,,0,True
\mathsfbf{A},1D5D4,𝗔,,,0,True
\mathsfbf{B},1D5D5,𝗕,,,0,True
\mathsfbf{C},1D5D6,𝗖,,,0,True
\mathsfbf{D},1D5D7,𝗗,,,0,True
\mathsfbf{E},1D5D8,𝗘,,,0,True
\mathsfbf{F},1D5D9,𝗙,,,0,True
\mathsfbf{G},1D5DA,𝗚,,,0,True
\mathsfbf{H},1D5DB,𝗛,,,0,True
\mathsfbf{I},1D5DC,𝗜,,,0,True
\mathsfbf{J},1D5DD,𝗝,,,0,True
\mathsfbf{K},1D5DE,𝗞,,,0,True
\mathsfbf{L},1D5DF,𝗟,,,0,True
\mathsfbf{M},1D5E0,𝗠,,,0,True
\mathsfbf{N},1D5E1,𝗡,,,0,True
\mathsfbf{O},1D5E2,𝗢,,,0,True
\mathsfbf{P},1D5E3,𝗣,,,0,True
\mathsfbf{Q},1D5E4,𝗤,,,0,True
\mathsfbf{R},1D5E5,𝗥,,,0,True
\mathsfbf{S},1D5E6,𝗦,,,0,True
\mathsfbf{T},1D5E7,𝗧,,,0,True
\mathsfbf{U},1D5E8,𝗨,,,0,True
\mathsfbf{V},1D5E9,𝗩,,,0,True
\mathsfbf{W},1D5EA,𝗪,,,0,True
\mathsfbf{X},1D5EB,𝗫,,,0,True
\mathsfbf{Y},1D5EC,𝗬,,,0,True
\mathsfbf{Z},1D5ED,𝗭,,,0,True
\mathsfbf{a},1D5EE,𝗮,,,0,True
\mathsfbf{b},1D5EF,𝗯,,,0,True
\mathsfbf{c},1D5F0,𝗰,,,0,True
\mathsfbf{d},1D5F1,𝗱,,,0,True
\mathsfbf{e},1D5F2,𝗲,,,0,True
\mathsfbf{f},1D5F3,𝗳,,,0,True
\mathsfbf{g},1D5F4,𝗴,,,0,True
\mathsfbf{h},1D5F5,𝗵,,,0,True
\mathsfbf{i},1D5F6,𝗶,,,0,True
\mathsfbf{j},1D5F7,𝗷,,,0,True
\mathsfbf{k},1D5F8,𝗸,,,0,True
\mathsfbf{l},1D5F9,𝗹,,,0,True
\mathsfbf{m},1D5FA,𝗺,,,0,True
\mathsfbf{n},1D5FB,𝗻,,,0,True
\mathsfbf{o},1D5FC,𝗼,,,0,True
\mathsfbf{p},1D5FD,𝗽,,,0,True
\mathsfbf{q},1D5FE,𝗾,,,0,True
\mathsfbf{r},1D5FF,𝗿,,,0,True
\mathsfbf{s},1D600,𝘀,,,0,True
\mathsfbf{t},1D601,𝘁,,,0,True
\mathsfbf{u},1D602,𝘂,,,0,True
\mathsfbf{v},1D603,𝘃,,,0,True
\mathsfbf{w},1D604,𝘄,,,0,True
\mathsfbf{x},1D605,𝘅,,,0,True
\mathsfbf{y},1D606,𝘆,,,0,True
\mathsfbf{z},1D607,𝘇,,,0,True
\mathsfit{A},1D608,𝘈,,,0,True
\mathsfit{B},1D609,𝘉,,,0,True
\mathsfit{C},1D60A,𝘊,,,0,True
\mathsfit{D},1D60B,𝘋,,,0,True
\mathsfit{E},1D60C,𝘌,,,0,True
\mathsfit{F},1D60D,𝘍,,,0,True
\mathsfit{G},1D60E,𝘎,,,0,True
\mathsfit{H},1D60F,𝘏,,,0,True
\mathsfit{I},1D610,𝘐,,,0,True
\mathsfit{J},1D611,𝘑,,,0,True
\mathsfit{K},1D612,𝘒,,,0,True
\mathsfit{L},1D613,𝘓,,,0,True
\mathsfit{M},1D614,𝘔,,,0,True
\mathsfit{N},1D615,𝘕,,,0,True
\mathsfit{O},1D616,𝘖,,,0,True
\mathsfit{P},1D617,𝘗,,,0,True
\mathsfit{Q},1D618,𝘘,,,0,True
\mathsfit{R},1D619,𝘙,,,0,True
\mathsfit{S},1D61A,𝘚,,,0,True
\mathsfit{T},1D61B,𝘛,,,0,True
\mathsfit{U},1D61C,𝘜,,,0,True
\mathsfit{V},1D61D,𝘝,,,0,True
\mathsfit{W},1D61E,𝘞,,,0,True
\mathsfit{X},1D61F,𝘟,,,0,True
\mathsfit{Y},1D620,𝘠,,,0,True
\mathsfit{Z},1D621,𝘡,,,0,True
\mathsfit{a},1D622,𝘢,,,0,True
\mathsfit{b},1D623,𝘣,,,0,True
\mathsfit{c},1D624,𝘤,,,0,True
\mathsfit{d},1D625,𝘥,,,0,True
\mathsfit{e},1D626,𝘦,,,0,True
\mathsfit{f},1D627,𝘧,,,0,True
\mathsfit{g},1D628,𝘨,,,0,True
\mathsfit{h},1D629,𝘩,,,0,True
\mathsfit{i},1D62A,𝘪,,,0,True
\mathsfit{j},1D62B,𝘫,,,0,True
\mathsfit{k},1D62C,𝘬,,,0,True
\mathsfit{l},1D62D,𝘭,,,0,True
\mathsfit{m},1D62E,𝘮,,,0,True
\mathsfit{n},1D62F,𝘯,,,0,True
\mathsfit{o},1D630,𝘰,,,0,True
\mathsfit{p},1D631,𝘱,,,0,True
\mathsfit{q},1D632,𝘲,,,0,True
\mathsfit{r},1D633,𝘳,,,0,True
\mathsfit{s},1D634,𝘴,,,0,True
\mathsfit{t},1D635,𝘵,,,0,True
\mathsfit{u},1D636,𝘶,,,0,True
\mathsfit{v},1D637,𝘷,,,0,True
\mathsfit{w},1D638,𝘸,,,0,True
\mathsfit{x},1D639,𝘹,,,0,True
\mathsfit{y},1D63A,𝘺,,,0,True
\mathsfit{z},1D63B,𝘻,,,0,True
\mathsfbfit{A},1D63C,𝘼,,,0,True
\mathsfbfit{B},1D63D,𝘽,,,0,True
\mathsfbfit{C},1D63E,𝘾,,,0,True
\mathsfbfit{D},1D63F,𝘿,,,0,True
\mathsfbfit{E},1D640,𝙀,,,0,True
\mathsfbfit{F},1D641,𝙁,,,0,True
\mathsfbfit{G},1D642,𝙂,,,0,True
\mathsfbfit{H},1D643,𝙃,,,0,True
\mathsfbfit{I},1D644,𝙄,,,0,True
\mathsfbfit{J},1D645,𝙅,,,0,True
\mathsfbfit{K},1D646,𝙆,,,0,True
\mathsfbfit{L},1D647,𝙇,,,0,True
\mathsfbfit{M},1D648,𝙈,,,0,True
\mathsfbfit{N},1D649,𝙉,,,0,True
\mathsfbfit{O},1D64A,𝙊,,,0,True
\mathsfbfit{P},1D64B,𝙋,,,0,True
\mathsfbfit{Q},1D64C,𝙌,,,0,True
\mathsfbfit{R},1D64D,𝙍,,,0,True
\mathsfbfit{S},1D64E,𝙎,,,0,True
\mathsfbfit{T},1D64F,𝙏,,,0,True
\mathsfbfit{U},1D650,𝙐,,,0,True
\mathsfbfit{V},1D651,𝙑,,,0,True
\mathsfbfit{W},1D652,𝙒,,,0,True
\mathsfbfit{X},1D653,𝙓,,,0,True
\mathsfbfit{Y},1D654,𝙔,,,0,True
\mathsfbfit{Z},1D655,𝙕,,,0,True
\mathsfbfit{a},1D656,𝙖,,,0,True
\mathsfbfit{b},1D657,𝙗,,,0,True
\mathsfbfit{c},1D658,𝙘,,,0,True
\mathsfbfit{d},1D659,𝙙,,,0,True
\mathsfbfit{e},1D65A,𝙚,,,0,True
\mathsfbfit{f},1D65B,𝙛,,,0,True
\mathsfbfit{g},1D65C,𝙜,,,0,True
\mathsfbfit{h},1D65D,𝙝,,,0,True
\mathsfbfit{i},1D65E,𝙞,,,0,True
\mathsfbfit{j},1D65F,𝙟,,,0,True
\mathsfbfit{k},1D660,𝙠,,,0,True
\mathsfbfit{l},1D661,𝙡,,,0,True
\mathsfbfit{m},1D662,𝙢,,,0,True
\mathsfbfit{n},1D663,𝙣,,,0,True
\mathsfbfit{o},1D664,𝙤,,,0,True
\mathsfbfit{p},1D665,𝙥,,,0,True
\mathsfbfit{q},1D666,𝙦,,,0,True
\mathsfbfit{r},1D667,𝙧,,,0,True
\mathsfbfit{s},1D668,𝙨,,,0,True
\mathsfbfit{t},1D669,𝙩,,,0,True
\mathsfbfit{u},1D66A,𝙪,,,0,True
\mathsfbfit{v},1D66B,𝙫,,,0,True
\mathsfbfit{w},1D66C,𝙬,,,0,True
\mathsfbfit{x},1D66D,𝙭,,,0,True
\mathsfbfit{y},1D66E,𝙮,,,0,True
\mathsfbfit{z},1D66F,𝙯,,,0,True
\mathtt{A},1D670,𝙰,,,0,True
\mathtt{B},1D671,𝙱,,,0,True
\mathtt{C},1D672,𝙲,,,0,True
\mathtt{D},1D673,𝙳,,,0,True
\mathtt{E},1D674,𝙴,,,0,True
\mathtt{F},1D675,𝙵,,,0,True
\mathtt{G},1D676,𝙶,,,0,True
\mathtt{H},1D677,𝙷,,,0,True
\mathtt{I},1D678,𝙸,,,0,True
\mathtt{J},1D679,𝙹,,,0,True
\mathtt{K},1D67A,𝙺,,,0,True
\mathtt{L},1D67B,𝙻,,,0,True
\mathtt{M},1D67C,𝙼,,,0,True
\mathtt{N},1D67D,𝙽,,,0,True
\mathtt{O},1D67E,𝙾,,,0,True
\mathtt{P},1D67F,𝙿,,,0,True
\mathtt{Q},1D680,𝚀,,,0,True
\mathtt{R},1D681,𝚁,,,0,True
\mathtt{S},1D682,𝚂,,,0,True
\mathtt{T},1D683,𝚃,,,0,True
\mathtt{U},1D684,𝚄,,,0,True
\mathtt{V},1D685,𝚅,,,0,True
\mathtt{W},1D686,𝚆,,,0,True
\mathtt{X},1D687,𝚇,,,0,True
\mathtt{Y},1D688,𝚈,,,0,True
\mathtt{Z},1D689,𝚉,,,0,True
\mathtt{a},1D68A,𝚊,,,0,True
\mathtt{b},1D68B,𝚋,,,0,True
\mathtt{c},1D68C,𝚌,,,0,True
\mathtt{d},1D68D,𝚍,,,0,True
\mathtt{e},1D68E,𝚎,,,0,True
\mathtt{f},1D68F,𝚏,,,0,True
\mathtt{g},1D690,𝚐,,,0,True
\mathtt{h},1D691,𝚑,,,0,True
\mathtt{i},1D692,𝚒,,,0,True
\mathtt{j},1D693,𝚓,,,0,True
\mathtt{k},1D694,𝚔,,,0,True
\mathtt{l},1D695,𝚕,,,0,True
\mathtt{m},1D696,𝚖,,,0,True
\mathtt{n},1D697,𝚗,,,0,True
\mathtt{o},1D698,𝚘,,,0,True
\mathtt{p},1D699,𝚙,,,0,True
\mathtt{q},1D69A,𝚚,,,0,True
\mathtt{r},1D69B,𝚛,,,0,True
\mathtt{s},1D69C,𝚜,,,0,True
\mathtt{t},1D69D,𝚝,,,0,True
\mathtt{u},1D69E,𝚞,,,0,True
\mathtt{v},1D69F,𝚟,,,0,True
\mathtt{w},1D6A0,𝚠,,,0,True
\mathtt{x},1D6A1,𝚡,,,0,True
\mathtt{y},1D6A2,𝚢,,,0,True
\mathtt{z},1D6A3,𝚣,,,0,True
\imath,1D6A4,𝚤,,,0,True
\jmath,1D6A5,𝚥,,,0,True
,1D6A8,𝚨,,,0,True
,1D6A9,𝚩,,,0,True
\mathbf{\Gamma},1D6AA,𝚪,,,0,True
\mathbf{\Delta},1D6AB,𝚫,,,0,True
,1D6AC,𝚬,,,0,True
